ep,seed,makespan,done,total,reward,soft,hardExecuted,hardMask,travel,setup,move
1,101,331.866,24,24,263.1432113647461,10,0,14,26.189253752663205,120.0,261.89253752663205
2,102,341.424,24,24,238.64156818389893,12,0,24,26.194728718288168,160.0,261.94728718288167
3,103,361.125,24,24,239.66256999969482,10,0,12,27.79141231812026,170.0,277.91412318120257
4,104,345.818,24,24,279.9728846549988,6,0,11,23.423685572575476,110.0,234.23685572575474
5,105,292.289,24,24,284.6644744873047,3,0,11,11.118411156222749,130.0,111.18411156222747
6,106,306.035,24,24,265.99586725234985,4,0,7,23.347079652154726,160.0,233.47079652154727
7,107,290.058,24,24,259.6448745727539,11,0,9,14.517070184972361,130.0,145.1707018497236
8,108,312.877,24,24,260.4962949156761,6,0,13,16.678982730381417,160.0,166.78982730381418
9,109,380.462,24,24,236.07821702957153,8,0,20,38.072596338222105,190.0,380.7259633822211
10,110,311.91,24,24,271.1289210319519,4,0,8,19.570253367898015,150.0,195.70253367898013
11,101,482.348,24,24,251.735493183136,2,0,26,35.881685814620695,190.0,358.816858146207
12,102,279.43,24,24,266.8235845565796,10,0,5,20.588040605750255,120.0,205.8804060575026
13,103,428.357,24,24,276.0660376548767,1,0,19,31.44652575250352,140.0,314.46525752503527
14,104,340.983,24,24,285.176794052124,6,0,12,19.41067356807145,100.0,194.10673568071448
15,105,325.73,24,24,252.47260427474976,8,0,12,15.091290777920351,170.0,150.9129077792035
16,106,293.581,24,24,270.503071308136,4,0,3,24.98972939654666,150.0,249.89729396546662
17,107,315.42,24,24,248.9935178756714,10,0,13,20.021615091082595,160.0,200.21615091082595
18,108,305.701,24,24,263.9203868508339,6,0,7,23.598685138825562,150.0,235.98685138825564
19,109,322.365,24,24,256.0323076248169,10,0,13,24.892307226302442,140.0,248.9230722630244
20,110,269.48,24,24,261.01682567596436,10,0,4,16.61057295513921,140.0,166.10572955139207
21,101,293.376,24,24,277.9599361419678,6,0,14,16.80020798962151,120.0,168.00207989621506
22,102,268.23,24,24,275.2377667427063,6,0,6,14.207394949979555,130.0,142.07394949979553
23,103,545.034,24,24,268.1740164756775,3,0,51,31.08660665344184,130.0,310.86606653441845
24,104,410.958,24,24,271.80278062820435,9,0,23,23.990730894662832,100.0,239.9073089466283
25,105,314.568,24,24,287.9040241241455,3,0,21,8.65323725062132,120.0,86.53237250621319
26,106,326.635,24,24,280.0655355453491,7,0,15,26.44818646848168,100.0,264.48186468481674
27,107,441.784,24,24,273.5254695415497,5,0,32,21.581767464267486,120.0,215.8176746426749
28,108,342.459,24,24,258.0459578037262,12,0,26,13.180134893150319,120.0,131.8013489315032
29,109,370.308,24,24,265.60870885849,9,0,17,22.970976336695117,120.0,229.70976336695114
30,110,280.957,24,24,287.5713119506836,6,0,4,16.428952804672253,100.0,164.28952804672255
