ep,seed,makespan,done,total,reward,soft,hardExecuted,hardMask,travel,setup,move
1,111,488.094,24,24,248.6142761707306,8,0,48,16.28574499700604,160.0,162.85744997006043
2,112,460.551,24,24,228.14680409431458,13,0,46,26.17731576353049,170.0,261.7731576353049
3,113,291.655,24,24,281.8717703819275,2,0,9,17.09406121689016,140.0,170.94061216890162
4,114,550.103,24,24,269.3775544166565,1,0,38,20.40814045992102,150.0,204.08140459921017
5,115,382.689,24,24,263.52892303466797,6,0,16,33.23691170469092,140.0,332.3691170469092
6,116,287.835,24,24,253.368426322937,9,0,6,17.10521187958379,160.0,171.05211879583788
7,117,324.879,24,24,263.37604999542236,3,0,6,20.413149420690786,180.0,204.1314942069078
8,118,293.0,24,24,267.9216146469116,8,0,6,21.927947840203025,130.0,219.27947840203018
9,119,330.471,24,24,265.253867149353,3,0,12,22.48707590133405,170.0,224.87075901334055
10,120,308.279,24,24,291.84922075271606,3,0,22,18.835916479227247,100.0,188.35916479227245
11,111,352.637,24,24,259.81072425842285,9,0,31,15.630917442717742,140.0,156.30917442717742
12,112,313.805,24,24,268.9378614425659,7,0,22,18.540471233255712,130.0,185.40471233255712
13,113,324.301,24,24,259.0938820838928,5,0,9,23.02038111572409,170.0,230.2038111572409
14,114,331.35,24,24,267.3660840988159,10,0,18,20.446365362366098,110.0,204.46365362366092
15,115,355.458,24,24,282.6044111251831,4,0,24,12.985294383672752,120.0,129.85294383672752
16,116,277.594,24,24,267.37527561187744,9,0,3,13.749066128880173,130.0,137.49066128880173
17,117,279.433,24,24,285.87814140319824,1,0,3,20.40618499402889,140.0,204.0618499402889
18,118,430.344,24,24,256.568895816803,4,0,13,31.436985430290946,170.0,314.36985430290935
19,119,433.454,24,24,258.8761920928955,6,0,19,30.412660902411996,150.0,304.12660902412
20,120,298.712,24,24,282.7138123512268,4,0,13,15.953951786118365,120.0,159.53951786118364
21,111,447.078,24,24,244.37539148330688,7,0,26,23.748698519190743,180.0,237.4869851919074
22,112,327.772,24,24,280.3755588531494,8,0,11,15.414786876285591,100.0,154.14786876285592
23,113,410.436,24,24,244.37400674819946,7,0,12,47.086612148530314,170.0,470.86612148530315
24,114,344.732,24,24,289.14801120758057,4,0,15,17.839963152970185,100.0,178.39963152970182
25,115,359.34,24,24,230.2617563009262,13,0,13,20.794133645997356,180.0,207.94133645997366
26,116,266.463,24,24,272.36328506469727,7,0,6,18.78904727277469,130.0,187.8904727277469
27,117,334.051,24,24,291.2099609375,1,0,21,12.633464277448564,120.0,126.33464277448562
28,118,287.142,24,24,277.5383849143982,7,0,16,18.205380869769325,110.0,182.05380869769323
29,119,347.071,24,24,278.8041796684265,3,0,10,25.652735725177173,130.0,256.5273572517717
30,120,293.327,24,24,275.2680468559265,7,0,14,15.773176516427771,120.0,157.7317651642777
31,111,406.752,24,24,256.3174362182617,4,0,23,18.94184434809463,180.0,189.41844348094625
32,112,277.67,24,24,282.5815906524658,4,0,3,14.728039450321479,130.0,147.2803945032148
33,113,262.849,24,24,272.32197666168213,7,0,3,20.593413520853538,130.0,205.93413520853542
34,114,382.962,24,24,263.89822244644165,6,0,18,23.672546425862066,140.0,236.72546425862066
35,115,326.408,24,24,252.6825361251831,7,0,14,19.391548235380384,170.0,193.9154823538038
36,116,287.907,24,24,253.75009632110596,9,0,5,15.833021420185586,160.0,158.33021420185585
37,117,361.7,24,24,267.20787048339844,1,0,13,17.640418055933228,180.0,176.40418055933227
38,118,304.645,24,24,275.9852590560913,4,0,6,21.715772243565706,140.0,217.15772243565712
39,119,276.234,24,24,260.9248104095459,5,0,4,23.583934488140407,170.0,235.83934488140406
40,120,359.607,24,24,261.51265144348145,6,0,10,26.624479475629666,150.0,266.24479475629664
41,111,419.573,24,24,267.013384103775,4,0,20,18.288720527552613,150.0,182.88720527552613
42,112,319.176,24,24,297.52013301849365,2,0,11,18.266233947495785,100.0,182.66233947495783
43,113,272.596,24,24,291.2101364135742,2,0,5,17.632874630174225,120.0,176.32874630174229
44,114,291.801,24,24,285.5033950805664,3,0,6,21.655354076283643,120.0,216.55354076283646
45,115,295.668,24,24,266.3090772628784,7,0,11,18.96974447920765,140.0,189.69744479207657
46,116,272.957,24,24,274.449595451355,6,0,5,16.834634360792577,130.0,168.34634360792575
47,117,289.239,24,24,285.6799831390381,1,0,3,19.400026501610302,140.0,194.00026501610301
48,118,321.794,24,24,282.14126229286194,2,0,14,24.529131278728215,130.0,245.29131278728218
49,119,320.819,24,24,296.31893587112427,2,0,18,17.270223616165005,100.0,172.70223616165006
50,120,370.421,24,24,273.44148302078247,5,0,13,23.52834488130916,130.0,235.2834488130916
51,111,377.806,24,24,273.91656017303467,2,0,24,20.278130634999993,150.0,202.78130634999994
52,112,350.865,24,24,272.9338445663452,6,0,19,15.220482393024952,130.0,152.20482393024952
53,113,289.423,24,24,277.76218843460083,5,0,8,24.126037908340283,120.0,241.26037908340285
54,114,322.652,24,24,284.5767970085144,6,0,17,16.41067704292572,100.0,164.1067704292572
55,115,379.83,24,24,256.3647811412811,11,0,22,15.4507054758207,130.0,154.507054758207
56,116,315.977,24,24,271.776771068573,5,0,8,15.744096451747948,140.0,157.44096451747947
57,117,264.796,24,24,292.63328313827515,3,0,7,12.889062416841282,110.0,128.8906241684128
58,118,319.413,24,24,288.23679304122925,1,0,7,29.210663712751114,120.0,292.1066371275111
59,119,361.661,24,24,283.3280348777771,3,0,8,28.90655887185229,120.0,289.0655887185229
60,120,283.518,24,24,289.53261280059814,3,0,10,18.224572365265697,110.0,182.245723652657
61,111,279.141,24,24,277.3116798400879,10,0,5,10.627728484559398,100.0,106.27728484559398
62,112,388.715,24,24,253.7134416103363,8,0,20,24.288494873084808,150.0,242.88494873084807
63,113,280.622,24,24,259.91455078125,10,0,4,28.618166491547157,130.0,286.1816649154716
64,114,381.516,24,24,283.50650930404663,7,0,39,13.311641800699682,90.0,133.1164180069968
65,115,416.128,24,24,255.30135583877563,9,0,31,20.66215191834251,140.0,206.62151918342508
66,116,258.967,24,24,282.7501721382141,5,0,6,12.499397880947102,120.0,124.99397880947105
67,117,278.88,24,24,271.9007930755615,2,0,1,20.330650428057446,170.0,203.3065042805745
68,118,388.851,24,24,283.34892892837524,2,0,28,15.503561729214486,130.0,155.03561729214485
69,119,304.553,24,24,290.02320194244385,2,0,8,16.589307433989305,120.0,165.89307433989308
70,120,273.619,24,24,283.12746715545654,7,0,6,16.241730729559382,100.0,162.4173072955938
71,111,415.188,24,24,276.8024444580078,1,0,20,15.658480350790592,150.0,156.58480350790595
72,112,267.934,24,24,302.72748947143555,4,0,11,12.57500139044507,80.0,125.75001390445073
73,113,259.89,24,24,288.8761978149414,3,0,2,17.07933598106508,120.0,170.7933598106508
74,114,344.801,24,24,278.8908929824829,9,0,31,13.696998594585862,90.0,136.9699859458586
75,115,421.962,24,24,271.1049199104309,4,0,28,17.983589875397776,140.0,179.8358987539778
76,116,265.112,24,24,265.77398455142975,8,0,3,15.753395514748249,140.0,157.5339551474825
77,117,305.124,24,24,269.8197753429413,3,0,6,20.60074341016491,160.0,206.00743410164912
78,118,387.876,24,24,270.95336389541626,2,0,22,30.155452356935108,150.0,301.55452356935103
79,119,369.405,24,24,277.1855421066284,3,0,12,31.048155265740704,130.0,310.481552657407
80,120,317.301,24,24,282.81582832336426,4,0,10,20.61391034044218,120.0,206.13910340442183
