level,ep,seed,makespan,done,total,reward,soft,hardExecuted,hardMask,travel,setup,move
L1_2C12L,93,103,273.057,12,12,176.20864248275757,5,0,5,15.971205046104089,70.0,159.71205046104086
L1_2C12L,94,104,216.728,12,12,197.4146375656128,1,0,4,11.951200236616513,50.0,119.51200236616512
L1_2C12L,95,105,229.758,12,12,178.10000729560852,4,0,3,9.666661375096162,80.0,96.66661375096163
L1_2C12L,96,106,206.502,12,12,192.70579624176025,0,0,2,12.647357605953106,70.0,126.47357605953104
L1_2C12L,97,107,175.839,12,12,203.39714574813843,1,0,2,10.342848212273775,40.0,103.42848212273778
L1_2C12L,98,108,197.064,12,12,198.59183502197266,0,0,3,8.02721804892381,60.0,80.27218048923811
L1_2C12L,99,109,209.235,12,12,180.67370510101318,1,0,0,21.08766288752834,90.0,210.8766288752834
L1_2C12L,100,110,222.426,12,12,188.95245790481567,1,0,4,13.491805184988719,70.0,134.9180518498872
L2_3C24L,1,101,312.908,24,24,286.84433579444885,3,0,15,27.185553871721336,110.0,271.85553871721334
L2_3C24L,2,102,304.489,24,24,263.4678568840027,8,0,10,18.44048062206381,140.0,184.40480622063808
L2_3C24L,3,103,299.637,24,24,271.4004154205322,5,0,9,21.9986217393842,140.0,219.98621739384194
L2_3C24L,4,104,357.378,24,24,291.8210229873657,3,0,14,22.263236146186074,100.0,222.63236146186074
L2_3C24L,5,105,305.195,24,24,270.11677837371826,8,0,10,9.61072016635433,130.0,96.10720166354331
L2_3C24L,6,106,307.026,24,24,266.70940685272217,10,0,11,27.63531196105464,110.0,276.3531196105464
L2_3C24L,7,107,440.91,24,24,258.6560549736023,9,0,35,22.813133405147553,130.0,228.1313340514755
L2_3C24L,8,108,345.223,24,24,266.6829996109009,8,0,17,34.390001367968885,120.0,343.9000136796888
L2_3C24L,9,109,349.4,24,24,252.6715648174286,10,0,11,29.428093570920794,140.0,294.2809357092079
L2_3C24L,10,110,280.389,24,24,283.3665075302124,6,0,5,17.11162177357428,110.0,171.11621773574282
L2_3C24L,11,111,382.307,24,24,278.05297470092773,2,0,21,19.823406905742186,140.0,198.23406905742186
L2_3C24L,12,112,296.099,24,24,284.5455160140991,4,0,11,16.514916679846433,120.0,165.1491667984643
L2_3C24L,13,113,252.468,24,24,297.45909118652344,1,0,1,23.469694901747253,110.0,234.69694901747252
L2_3C24L,14,114,453.093,24,24,271.64909410476685,5,0,28,14.50298167795114,130.0,145.0298167795114
L2_3C24L,15,115,317.681,24,24,263.1737804412842,8,0,17,14.420720256173599,140.0,144.20720256173595
L2_3C24L,16,116,311.401,24,24,259.8101396560669,8,0,8,17.299523090813217,150.0,172.99523090813213
L2_3C24L,17,117,350.407,24,24,254.55543661117554,6,0,10,28.148545099650196,170.0,281.4854509965019
L2_3C24L,18,118,329.172,24,24,287.50355052948,3,0,15,11.654831839893452,120.0,116.54831839893451
L2_3C24L,19,119,318.593,24,24,283.9963607788086,4,0,10,16.678792497003666,120.0,166.78792497003664
L2_3C24L,20,120,288.162,24,24,267.0967345237732,6,0,5,14.677532988441486,150.0,146.77532988441482
L2_3C24L,21,121,345.169,24,24,256.57605743408203,12,0,13,23.079794927897037,120.0,230.79794927897035
L2_3C24L,22,122,282.727,24,24,284.6478576660156,6,0,6,12.840466622508144,110.0,128.40466622508143
L2_3C24L,23,123,289.255,24,24,299.17033672332764,0,0,7,21.098882945003183,110.0,210.9888294500319
L2_3C24L,24,124,327.176,24,24,277.8973684310913,6,0,13,13.675428035056305,120.0,136.75428035056305
L2_3C24L,25,125,254.919,24,24,275.63243675231934,12,0,3,11.225206898984132,90.0,112.25206898984133
L2_3C24L,26,126,303.973,24,24,282.4334716796875,2,0,14,15.221770171095452,140.0,152.2177017109545
L2_3C24L,27,127,307.433,24,24,281.41847038269043,4,0,12,13.60505145387814,130.0,136.05051453878139
L2_3C24L,28,128,315.903,24,24,287.06149339675903,0,0,14,16.46166138360106,140.0,164.61661383601057
L2_3C24L,29,129,315.906,24,24,270.11046028137207,5,0,13,12.965105594638967,150.0,129.65105594638965
L2_3C24L,30,130,283.742,24,24,284.5841267108917,4,0,6,14.719569138056345,120.0,147.19569138056346
L2_3C24L,31,131,413.329,24,24,249.68492555618286,9,0,19,12.716911810563428,160.0,127.16911810563427
L2_3C24L,32,132,567.267,24,24,266.7303967475891,4,0,63,25.898646272459185,130.0,258.9864627245919
L2_3C24L,33,133,363.342,24,24,235.86228394508362,12,0,19,20.459036161393588,170.0,204.59036161393587
L2_3C24L,34,134,396.587,24,24,265.3788447380066,4,0,35,23.737174714265244,150.0,237.3717471426524
L2_3C24L,35,135,376.278,24,24,252.08955001831055,9,0,23,23.034810382965283,150.0,230.34810382965284
L2_3C24L,36,136,295.06,24,24,255.93617725372314,9,0,5,25.212744973436628,150.0,252.12744973436625
L2_3C24L,37,137,279.903,24,24,273.21619415283203,3,0,8,14.279357224594424,160.0,142.79357224594423
L2_3C24L,38,138,534.773,24,24,247.56632900238037,2,0,43,39.778895299099666,190.0,397.7889529909966
L2_3C24L,39,139,283.381,24,24,285.0659399032593,2,0,5,26.446852160809186,130.0,264.4685216080918
L2_3C24L,40,140,419.941,24,24,256.9159164428711,2,0,16,23.613594880980703,190.0,236.13594880980708
L2_3C24L,41,101,295.063,24,24,253.34168434143066,11,0,9,23.861047674814884,140.0,238.61047674814878
L2_3C24L,42,102,295.003,24,24,258.1957154273987,11,0,10,19.34761788332562,130.0,193.47617883325614
L2_3C24L,43,103,331.779,24,24,269.3470151424408,5,0,29,18.843264159087518,140.0,188.43264159087522
L2_3C24L,44,104,368.642,24,24,277.44034337997437,7,0,23,16.86551899601117,110.0,168.6551899601117
L2_3C24L,45,105,331.203,24,24,278.1838092803955,2,0,21,16.053934893110675,150.0,160.53934893110676
L2_3C24L,46,106,304.258,24,24,251.00739908218384,14,0,16,21.64198982723205,120.0,216.41989827232052
L2_3C24L,47,107,349.481,24,24,243.3152060508728,12,0,28,13.949267764781208,160.0,139.49267764781212
L2_3C24L,48,108,354.671,24,24,264.1391444206238,8,0,9,29.536169576516635,130.0,295.3616957651663
